frame_idx,panel_id,n_px,mean,std,min,max,p10,p90,hot_ratio,delta_frame,frame_mean
0,52,2368,130.73,16.57,107,207,117.0,153.0,0.0541,14.65,116.08
0,53,2739,125.58,21.47,102,202,111.0,165.0,0.0884,9.5,116.08
0,54,4198,110.62,13.57,92,200,104.0,114.0,0.0412,-5.45,116.08
0,55,3315,110.57,9.69,90,190,106.0,113.0,0.0456,-5.5,116.08
0,56,3054,113.42,13.04,93,201,107.0,122.0,0.0442,-2.66,116.08
0,57,2576,114.33,10.48,96,207,109.0,120.0,0.0427,-1.74,116.08
0,58,3381,155.84,43.73,85,244,104.0,221.0,0.0003,39.77,116.08
0,59,4347,128.82,35.29,85,220,99.0,192.0,0.0501,12.75,116.08
0,60,4756,108.43,18.41,85,201,100.0,117.0,0.0591,-7.64,116.08
0,61,5443,110.0,19.16,82,207,101.0,132.0,0.0764,-6.07,116.08
0,62,3642,106.97,27.28,81,217,93.0,152.0,0.0846,-9.11,116.08
0,63,3034,106.11,26.44,84,212,94.0,135.0,0.0811,-9.97,116.08
0,64,2753,105.99,24.12,82,210,94.0,127.0,0.0723,-10.08,116.08
0,65,2135,106.43,18.15,86,199,97.0,114.6,0.0646,-9.65,116.08
0,66,2485,110.37,24.14,84,210,99.0,140.6,0.0708,-5.7,116.08
0,67,3127,116.02,33.07,81,216,92.0,178.0,0.0646,-0.06,116.08
0,68,3320,102.23,23.95,82,206,90.0,121.1,0.0753,-13.84,116.08
0,69,3993,101.38,22.46,81,200,89.0,142.0,0.0804,-14.69,116.08
0,70,5036,98.19,28.41,71,210,82.0,149.0,0.0905,-17.88,116.08
0,71,4428,98.94,26.85,75,215,86.0,131.0,0.0818,-17.14,116.08
0,72,3799,157.32,43.44,82,241,104.0,223.0,0.0,41.25,116.08
0,73,3320,104.49,27.17,78,213,92.0,146.2,0.0861,-11.58,116.08
0,74,1576,103.6,28.94,81,209,89.0,149.0,0.0812,-12.47,116.08
0,75,3916,130.53,41.56,74,215,88.0,193.0,0.0005,14.46,116.08
0,76,5087,101.32,30.68,75,213,86.0,162.4,0.1001,-14.75,116.08
0,77,5693,96.48,28.49,73,212,81.0,141.0,0.0776,-19.59,116.08
0,78,1672,110.24,21.6,81,202,97.0,147.8,0.076,-5.83,116.08
0,79,245,124.59,28.36,100,202,104.0,171.6,0.0694,8.51,116.08
0,80,4127,110.02,18.18,86,182,100.0,144.0,0.0875,-6.05,116.08
0,81,3487,154.82,42.97,84,241,104.0,217.0,0.0017,38.75,116.08
0,82,2771,113.68,23.95,92,206,101.0,153.0,0.0866,-2.4,116.08
0,83,1477,116.41,21.36,93,194,106.0,150.0,0.084,0.34,116.08
0,84,634,122.02,22.94,104,194,109.0,167.7,0.1009,5.94,116.08
0,85,107,130.04,27.36,96,187,104.0,173.8,0.0187,13.96,116.08
0,86,3530,119.58,22.34,66,205,103.0,157.0,0.0601,3.5,116.08
0,87,3045,153.86,37.56,92,238,107.4,205.0,0.0177,37.79,116.08
0,88,2712,117.67,21.7,96,207,106.0,155.9,0.08,1.59,116.08
0,89,2667,120.27,16.65,96,191,108.0,148.4,0.0765,4.19,116.08
0,90,2525,125.8,23.85,97,207,109.0,166.0,0.0832,9.72,116.08
0,91,2261,122.35,19.25,39,203,111.0,153.0,0.0752,6.28,116.08
0,92,2425,121.05,20.44,100,194,107.0,156.0,0.0594,4.98,116.08
0,93,2075,122.99,21.43,101,194,109.0,161.6,0.0916,6.92,116.08
0,94,1677,123.4,23.71,100,192,107.0,169.0,0.0906,7.33,116.08
0,95,905,101.75,22.46,77,184,87.0,143.6,0.0917,-14.32,116.08
0,96,2190,127.18,17.8,54,187,114.0,155.0,0.0575,11.1,116.08
0,97,1821,127.56,18.21,108,187,116.0,159.0,0.0912,11.48,116.08
0,98,1749,125.29,18.24,103,187,111.0,156.0,0.0755,9.21,116.08
0,99,1580,108.23,26.55,83,184,89.0,158.0,0.081,-7.84,116.08
0,100,2462,125.08,18.06,92,213,110.0,152.0,0.0617,9.0,116.08
0,101,2197,127.45,21.7,106,213,115.0,164.4,0.0842,11.38,116.08
0,102,1845,152.38,31.35,103,226,118.0,202.0,0.0293,36.31,116.08
0,103,1672,131.36,19.28,109,201,118.0,165.0,0.0849,15.29,116.08
0,104,1567,130.67,15.53,87,191,121.0,156.0,0.0804,14.6,116.08
0,105,1537,150.92,28.89,86,219,121.6,200.0,0.0364,34.84,116.08
0,106,1630,129.14,18.97,90,194,116.0,164.0,0.0828,13.07,116.08
0,107,1439,106.55,23.27,84,185,90.0,148.2,0.0827,-9.52,116.08
0,108,2151,129.91,16.42,57,205,120.0,157.0,0.0656,13.83,116.08
0,109,1860,149.26,27.0,109,205,120.0,188.0,0.0005,33.19,116.08
0,110,1762,134.97,19.35,115,202,123.0,171.0,0.0919,18.89,116.08
0,111,1518,137.7,16.79,118,191,127.0,168.3,0.0784,21.63,116.08
0,112,1385,136.99,15.51,120,186,127.0,166.0,0.0895,20.92,116.08
0,113,1563,138.18,17.05,116,186,125.0,168.8,0.0806,22.11,116.08
0,114,1473,134.09,16.32,117,183,123.0,165.0,0.0883,18.01,116.08
0,115,1489,117.33,26.56,85,182,94.0,164.0,0.0557,1.26,116.08
0,116,2013,134.12,13.37,67,188,125.0,157.0,0.0631,18.05,116.08
0,117,1886,139.61,18.61,116,201,125.0,171.5,0.0753,23.53,116.08
0,118,1706,136.94,16.16,118,201,127.0,164.0,0.0768,20.86,116.08
0,119,1382,138.5,13.8,119,189,129.0,162.0,0.076,22.43,116.08
0,120,1309,140.94,14.92,122,188,130.0,169.0,0.0932,24.87,116.08
0,121,1347,140.57,16.37,122,188,128.0,171.0,0.0817,24.49,116.08
0,122,1311,139.05,15.59,122,185,129.0,168.0,0.0847,22.98,116.08
0,123,1216,118.38,25.25,81,184,93.0,164.0,0.0748,2.3,116.08
0,124,1621,139.96,13.75,123,194,131.0,162.0,0.0629,23.88,116.08
0,125,1572,142.23,16.41,125,196,131.0,173.0,0.0903,26.15,116.08
0,126,1461,144.11,15.73,127,196,133.0,173.0,0.0746,28.03,116.08
0,127,1302,144.45,14.62,127,186,133.0,171.0,0.0799,28.38,116.08
0,128,1251,142.98,13.75,127,187,132.0,166.0,0.0767,26.9,116.08
0,129,1130,143.79,14.63,129,188,134.0,172.0,0.0788,27.71,116.08
0,130,1112,138.78,15.65,106,186,121.1,165.0,0.0665,22.7,116.08
0,131,985,121.97,22.1,84,180,97.0,158.6,0.0538,5.89,116.08
0,132,1583,134.55,21.05,89,190,101.0,161.8,0.0284,18.48,116.08
0,133,1399,133.91,21.39,87,190,102.0,163.0,0.0472,17.83,116.08
0,134,1308,131.56,22.78,82,187,96.0,163.0,0.0413,15.48,116.08
0,135,1163,130.81,22.9,84,187,97.0,164.0,0.0464,14.73,116.08
0,136,1094,133.36,22.93,73,186,101.0,170.0,0.0146,17.28,116.08
0,137,1026,131.56,21.37,72,186,102.0,164.0,0.0244,15.49,116.08
0,138,940,131.01,19.17,87,178,103.0,160.0,0.0351,14.93,116.08
0,139,866,115.26,22.16,84,174,96.0,157.0,0.0762,-0.82,116.08
0,140,8769,83.54,34.55,52,227,66.0,121.0,0.0823,-32.54,116.08
0,141,11653,79.97,22.76,59,226,68.0,94.0,0.0441,-36.1,116.08
0,142,338,104.41,39.5,72,198,78.0,175.0,0.0651,-11.66,116.08
1,0,11183,88.83,41.53,50,242,65.0,158.0,0.0928,-27.37,116.2
1,1,18360,83.61,23.13,60,229,71.0,98.0,0.0441,-32.59,116.2
1,2,18920,85.91,30.87,58,242,71.0,102.0,0.0637,-30.29,116.2
1,3,16945,127.27,45.83,57,240,83.0,202.0,0.0351,11.06,116.2
1,4,13240,84.98,20.11,62,226,75.0,93.0,0.0434,-31.23,116.2
1,5,9704,92.15,21.78,68,220,81.0,100.0,0.0542,-24.05,116.2
1,6,12390,121.29,38.25,65,232,81.0,187.0,0.0293,5.09,116.2
1,7,5643,92.12,31.98,65,245,77.0,128.0,0.0799,-24.08,116.2
1,8,15202,142.31,51.88,65,244,88.0,226.0,0.0,26.11,116.2
1,9,18698,123.53,43.88,65,238,81.0,199.0,0.0574,7.32,116.2
1,10,13750,97.78,22.03,74,227,87.0,109.0,0.0537,-18.43,116.2
1,11,12563,99.05,22.91,73,237,87.0,115.0,0.0517,-17.16,116.2
1,12,8473,98.9,15.7,75,236,90.0,104.0,0.0381,-17.3,116.2
1,13,6694,103.55,19.3,82,221,94.0,108.0,0.0505,-12.66,116.2
1,14,9550,151.62,49.26,79,245,94.0,227.0,0.0,35.42,116.2
1,15,7111,105.56,20.24,81,231,95.0,115.0,0.0518,-10.64,116.2
1,16,6346,117.12,24.28,85,217,96.0,159.0,0.0681,0.92,116.2
1,17,5683,109.25,22.6,84,223,97.0,125.0,0.0628,-6.95,116.2
1,18,5212,110.59,15.98,88,215,103.0,115.0,0.0445,-5.61,116.2
1,19,3987,122.71,25.25,94,209,107.0,170.0,0.0928,6.5,116.2
1,20,4273,113.13,9.85,92,196,108.0,117.0,0.044,-3.07,116.2
1,21,4629,111.97,6.9,94,179,108.0,116.0,0.0402,-4.23,116.2
1,22,5278,113.05,6.01,97,156,109.0,117.0,0.0352,-3.15,116.2
1,23,6045,114.74,12.48,99,216,109.0,121.0,0.042,-1.46,116.2
1,24,1725,124.73,16.04,112,224,118.0,130.0,0.0452,8.53,116.2
1,25,4421,120.85,10.75,104,215,116.0,126.0,0.0412,4.65,116.2
1,26,3784,118.54,10.79,103,214,114.0,122.0,0.0354,2.34,116.2
1,27,3213,125.56,24.73,100,215,110.0,167.0,0.0766,9.36,116.2
1,28,3307,123.1,20.07,102,205,114.0,151.0,0.0862,6.9,116.2
1,29,2597,125.54,15.45,108,200,118.0,135.0,0.0655,9.34,116.2
1,30,2601,124.76,13.56,103,183,117.0,142.0,0.0707,8.56,116.2
1,31,2817,159.16,40.59,101,240,117.0,223.0,0.0,42.96,116.2
1,32,2456,126.35,11.1,113,208,122.0,130.0,0.0338,10.15,116.2
1,33,2141,136.25,17.65,115,201,122.0,160.0,0.0612,20.05,116.2
1,34,2669,140.95,26.36,109,216,121.0,186.0,0.0674,24.75,116.2
1,35,2333,131.02,14.11,113,202,124.0,142.0,0.0737,14.82,116.2
1,36,2064,124.75,21.84,82,194,94.0,156.7,0.0659,8.55,116.2
1,37,2108,123.27,22.11,77,193,92.0,141.3,0.055,7.07,116.2
1,38,350,138.98,17.42,118,200,127.9,171.0,0.0914,22.78,116.2
1,39,1977,127.54,21.83,72,200,97.0,151.0,0.0546,11.34,116.2
1,40,2056,134.01,13.49,114,200,128.0,151.0,0.0666,17.8,116.2
1,41,2251,125.96,13.25,110,204,120.0,134.0,0.0511,9.76,116.2
1,42,2707,125.07,16.6,107,206,117.0,135.0,0.0646,8.87,116.2
1,43,3252,120.32,16.89,98,208,110.0,138.0,0.0597,4.12,116.2
1,44,2747,117.42,13.44,99,207,111.0,123.0,0.0448,1.22,116.2
1,45,2301,121.91,9.61,107,199,117.0,125.0,0.0343,5.71,116.2
1,46,2040,128.01,13.44,113,200,122.0,134.0,0.0559,11.8,116.2
1,47,1800,136.91,13.65,121,199,127.0,158.1,0.0583,20.71,116.2
1,48,1821,128.19,21.59,82,194,95.0,151.0,0.0467,11.99,116.2
1,49,1655,128.52,18.87,81,193,97.0,144.0,0.029,12.32,116.2
1,50,1662,136.82,13.29,118,194,129.0,152.0,0.0734,20.61,116.2
1,51,1767,126.86,6.4,116,184,123.0,131.0,0.0323,10.65,116.2
1,52,2368,130.76,16.44,108,206,117.0,153.0,0.0536,14.55,116.2
1,53,2739,125.86,21.56,103,207,111.0,165.0,0.0909,9.66,116.2
1,54,4198,110.7,13.27,93,200,104.0,114.0,0.0407,-5.51,116.2
1,55,3315,110.59,9.35,90,189,106.0,114.0,0.0425,-5.61,116.2
1,56,3054,113.5,12.88,95,202,107.0,122.0,0.0439,-2.7,116.2
1,57,2576,114.29,10.33,98,207,109.0,119.0,0.0435,-1.92,116.2
1,58,3381,156.17,43.71,85,245,104.0,222.0,0.0003,39.97,116.2
1,59,4347,128.94,35.24,85,217,99.0,192.0,0.0501,12.73,116.2
1,60,4756,108.47,18.38,85,201,100.0,117.0,0.0591,-7.73,116.2
1,61,5443,110.12,19.17,82,209,101.0,133.0,0.0759,-6.08,116.2
1,62,3642,107.15,27.44,81,215,93.0,153.0,0.0846,-9.05,116.2
1,63,3034,106.12,26.33,84,212,94.0,134.0,0.0808,-10.08,116.2
1,64,2753,106.09,24.19,84,210,94.0,127.0,0.0734,-10.11,116.2
1,65,2135,106.58,18.3,86,200,97.0,115.0,0.0637,-9.62,116.2
1,66,2485,110.44,24.19,84,212,99.0,140.6,0.0712,-5.77,116.2
1,67,3127,116.29,33.15,81,217,92.0,178.0,0.0646,0.09,116.2
1,68,3320,102.33,23.98,82,206,90.0,122.0,0.075,-13.87,116.2
1,69,3993,101.34,22.28,81,200,89.0,142.0,0.0849,-14.86,116.2
1,70,5036,98.45,28.61,72,210,84.0,148.0,0.0937,-17.76,116.2
1,71,4428,99.14,26.86,77,214,86.0,128.3,0.082,-17.06,116.2
1,72,3799,157.55,43.45,82,241,104.0,223.0,0.0,41.35,116.2
1,73,3320,104.4,26.97,78,213,92.0,146.0,0.0855,-11.8,116.2
1,74,1576,103.62,28.93,81,210,89.0,149.5,0.0819,-12.58,116.2
1,75,3916,130.58,41.51,74,216,88.0,193.0,0.0005,14.37,116.2
1,76,5087,101.5,30.81,78,213,86.0,163.0,0.0993,-14.7,116.2
1,77,5693,96.68,28.44,73,213,81.0,141.0,0.0769,-19.52,116.2
1,78,1672,110.31,21.81,81,202,97.0,148.0,0.0772,-5.89,116.2
1,79,245,124.58,28.26,100,202,104.0,171.0,0.0735,8.38,116.2
1,80,4127,110.17,18.22,87,182,100.0,144.0,0.0889,-6.03,116.2
1,81,3487,154.98,42.92,84,241,104.0,217.0,0.0003,38.78,116.2
1,82,2771,113.96,24.02,93,206,102.0,155.0,0.0881,-2.24,116.2
1,83,1477,116.4,21.3,93,194,106.0,150.0,0.0833,0.2,116.2
1,84,634,122.17,22.98,104,194,109.0,166.7,0.0978,5.97,116.2
1,85,107,130.21,27.45,96,187,104.0,174.0,0.0093,14.01,116.2
1,86,3530,119.75,22.46,71,205,103.0,157.0,0.0615,3.55,116.2
1,87,3045,153.84,37.63,92,238,107.0,205.0,0.0148,37.64,116.2
1,88,2712,117.85,21.76,96,208,107.0,156.0,0.0819,1.65,116.2
1,89,2667,120.52,16.72,96,192,108.0,149.0,0.0765,4.32,116.2
1,90,2525,125.95,23.85,93,206,109.0,166.0,0.084,9.75,116.2
1,91,2261,122.51,19.34,40,203,111.0,153.0,0.0747,6.3,116.2
1,92,2425,121.31,20.53,101,194,107.0,156.0,0.0581,5.11,116.2
1,93,2075,123.18,21.54,103,194,109.0,163.0,0.0877,6.97,116.2
1,94,1677,123.54,23.72,101,192,107.0,169.4,0.0924,7.34,116.2
1,95,905,101.69,22.26,77,181,87.0,143.0,0.0895,-14.52,116.2
1,96,2190,127.4,17.79,57,188,115.0,155.0,0.0566,11.2,116.2
1,97,1821,127.63,18.21,109,188,116.0,160.0,0.0857,11.43,116.2
1,98,1749,125.58,18.31,104,187,111.0,157.0,0.0749,9.38,116.2
1,99,1580,108.08,26.6,83,184,88.0,158.0,0.0823,-8.13,116.2
1,100,2462,125.41,18.33,93,213,111.0,153.0,0.0613,9.21,116.2
1,101,2197,127.72,21.82,108,213,115.0,165.0,0.0828,11.52,116.2
1,102,1845,152.59,31.26,106,226,118.0,201.6,0.0293,36.39,116.2
1,103,1672,131.65,19.3,109,202,118.0,165.9,0.0855,15.45,116.2
1,104,1567,130.87,15.55,89,191,121.0,157.0,0.0817,14.67,116.2
1,105,1537,151.11,28.8,87,219,122.0,199.0,0.0364,34.91,116.2
1,106,1630,129.35,18.98,90,192,116.0,164.0,0.081,13.14,116.2
1,107,1439,106.63,23.3,84,184,90.0,148.2,0.0869,-9.57,116.2
1,108,2151,130.08,16.53,59,205,120.0,157.0,0.0595,13.87,116.2
1,109,1860,149.32,27.0,109,205,120.0,188.0,0.0005,33.12,116.2
1,110,1762,135.1,19.37,116,202,123.0,172.0,0.0919,18.9,116.2
1,111,1518,137.81,16.84,118,191,127.0,168.3,0.0817,21.61,116.2
1,112,1385,137.28,15.67,122,186,128.0,167.0,0.0946,21.08,116.2
1,113,1563,138.33,17.12,116,186,125.0,169.0,0.0806,22.13,116.2
1,114,1473,134.32,16.42,116,183,123.0,165.0,0.0821,18.11,116.2
1,115,1489,117.69,26.71,85,183,94.0,165.0,0.0477,1.49,116.2
1,116,2013,134.28,13.36,68,188,125.0,157.0,0.0626,18.08,116.2
1,117,1886,139.67,18.62,116,201,125.0,171.5,0.0753,23.47,116.2
1,118,1706,136.99,16.27,118,201,127.0,164.0,0.0768,20.79,116.2
1,119,1382,138.53,13.79,119,189,129.0,162.0,0.0753,22.32,116.2
1,120,1309,141.11,14.99,122,188,130.0,170.0,0.0879,24.91,116.2
1,121,1347,140.79,16.38,122,188,129.0,171.0,0.0802,24.58,116.2
1,122,1311,139.09,15.63,122,185,129.0,168.0,0.0877,22.89,116.2
1,123,1216,118.51,25.28,81,184,94.0,164.0,0.0691,2.31,116.2
1,124,1621,140.05,13.74,123,194,131.0,162.0,0.0623,23.85,116.2
1,125,1572,142.32,16.41,125,194,131.0,173.0,0.0916,26.12,116.2
1,126,1461,144.29,15.74,127,193,133.0,173.0,0.076,28.09,116.2
1,127,1302,144.7,14.69,127,186,134.0,171.0,0.0714,28.5,116.2
1,128,1251,143.14,13.83,127,187,132.0,167.0,0.0783,26.93,116.2
1,129,1130,143.92,14.63,129,188,134.0,172.0,0.0796,27.72,116.2
1,130,1112,138.92,15.73,106,186,121.1,165.9,0.0674,22.71,116.2
1,131,985,122.13,22.09,87,179,97.8,158.0,0.0579,5.92,116.2
1,132,1583,134.61,21.06,89,190,100.0,162.0,0.0284,18.41,116.2
1,133,1399,134.03,21.3,87,190,102.0,163.0,0.0465,17.83,116.2
1,134,1308,131.57,22.75,82,187,96.0,163.0,0.0405,15.37,116.2
1,135,1163,130.86,22.91,84,187,97.0,164.0,0.0456,14.66,116.2
1,136,1094,133.4,22.95,73,186,101.0,170.0,0.0146,17.2,116.2
1,137,1026,131.6,21.38,72,186,102.0,164.0,0.0253,15.39,116.2
1,138,940,131.01,19.18,87,178,103.0,160.0,0.0351,14.81,116.2
1,139,866,115.26,22.16,84,174,96.0,157.0,0.0762,-0.94,116.2
1,140,8769,84.23,35.22,56,226,66.0,125.0,0.0848,-31.97,116.2
1,141,11653,80.19,23.02,60,223,69.0,94.0,0.0451,-36.01,116.2
1,142,338,104.41,39.5,72,198,78.0,175.0,0.0651,-11.79,116.2
2,0,11183,89.01,42.17,51,243,64.0,160.0,0.0938,-27.16,116.17
2,1,18360,83.87,24.32,58,229,71.0,99.0,0.0452,-32.3,116.17
2,2,18920,85.89,30.78,58,241,71.0,101.0,0.063,-30.29,116.17
2,3,16945,127.39,45.97,60,240,82.0,202.0,0.0322,11.21,116.17
2,4,13240,84.79,19.39,60,229,75.0,93.0,0.0437,-31.38,116.17
2,5,9704,92.18,21.73,68,222,81.0,100.0,0.0536,-23.99,116.17
2,6,12390,121.26,38.14,65,232,82.0,187.0,0.03,5.09,116.17
2,7,5643,92.23,31.78,65,248,77.0,128.8,0.0794,-23.95,116.17
2,8,15202,142.05,51.79,65,244,88.0,226.0,0.0,25.88,116.17
2,9,18698,123.57,43.68,68,237,81.0,198.0,0.0573,7.4,116.17
2,10,13750,97.85,21.65,72,227,87.0,109.0,0.0546,-18.32,116.17
2,11,12563,99.43,23.06,72,237,87.0,117.0,0.0533,-16.75,116.17
2,12,8473,99.03,16.18,72,234,90.0,104.0,0.0387,-17.14,116.17
2,13,6694,103.9,20.03,82,222,94.0,109.0,0.0518,-12.27,116.17
2,14,9550,151.56,49.34,80,245,94.0,227.0,0.0,35.39,116.17
2,15,7111,105.71,20.25,80,235,95.0,116.0,0.0509,-10.46,116.17
2,16,6346,117.22,24.42,82,223,96.0,159.0,0.0633,1.05,116.17
2,17,5683,109.31,22.74,84,222,97.0,127.0,0.0646,-6.87,116.17
2,18,5212,110.69,16.55,89,218,103.0,115.0,0.0443,-5.48,116.17
2,19,3987,122.47,25.19,94,210,107.0,169.0,0.0941,6.3,116.17
2,20,4273,113.07,9.93,93,198,108.0,117.0,0.0428,-3.1,116.17
2,21,4629,111.91,6.91,95,179,108.0,116.0,0.0393,-4.26,116.17
2,22,5278,113.22,6.17,94,165,109.0,117.0,0.0387,-2.95,116.17
2,23,6045,114.82,12.61,101,216,109.0,121.0,0.0423,-1.35,116.17
2,24,1725,124.96,16.73,112,224,118.0,130.0,0.0487,8.79,116.17
2,25,4421,120.82,10.64,104,216,116.0,125.0,0.0416,4.65,116.17
2,26,3784,118.56,11.12,102,211,113.0,122.0,0.0341,2.39,116.17
2,27,3213,125.42,24.67,99,215,109.0,167.0,0.0794,9.25,116.17
2,28,3307,123.12,20.02,102,203,114.0,151.0,0.0868,6.95,116.17
2,29,2597,125.47,15.35,107,200,118.0,135.0,0.0639,9.3,116.17
2,30,2601,124.75,13.65,103,183,117.0,142.0,0.0711,8.58,116.17
2,31,2817,159.29,40.52,103,240,117.0,223.0,0.0,43.12,116.17
2,32,2456,126.4,11.28,113,208,122.0,130.0,0.0342,10.22,116.17
2,33,2141,136.27,17.65,115,201,122.0,160.0,0.0612,20.1,116.17
2,34,2669,140.96,26.38,109,216,121.0,186.0,0.0678,24.79,116.17
2,35,2333,131.09,14.31,113,202,124.0,142.0,0.0746,14.92,116.17
2,36,2064,124.75,21.88,82,194,94.0,156.7,0.0644,8.58,116.17
2,37,2108,123.25,22.1,77,193,92.0,141.3,0.055,7.08,116.17
2,38,350,138.98,17.42,118,200,127.9,171.0,0.0914,22.81,116.17
2,39,1977,127.47,21.89,72,200,96.0,151.0,0.0551,11.3,116.17
2,40,2056,134.1,13.56,115,200,128.0,150.0,0.0696,17.93,116.17
2,41,2251,126.08,13.42,110,206,120.0,135.0,0.0529,9.91,116.17
2,42,2707,125.18,16.95,107,206,117.0,136.0,0.0654,9.01,116.17
2,43,3252,120.4,17.31,98,208,110.0,138.0,0.0603,4.23,116.17
2,44,2747,117.57,14.1,99,207,111.0,124.0,0.0462,1.4,116.17
2,45,2301,122.03,10.24,107,201,117.0,125.0,0.0365,5.86,116.17
2,46,2040,127.94,13.38,113,200,122.0,134.0,0.0539,11.76,116.17
2,47,1800,136.88,13.66,121,199,127.0,158.1,0.0583,20.71,116.17
2,48,1821,128.1,21.62,82,194,95.0,152.0,0.0456,11.93,116.17
2,49,1655,128.49,19.02,80,193,97.0,144.0,0.029,12.32,116.17
2,50,1662,136.84,13.33,118,194,129.0,152.9,0.0728,20.67,116.17
2,51,1767,126.81,6.27,116,181,123.0,131.0,0.0323,10.64,116.17
2,52,2368,130.63,16.47,107,206,117.0,153.0,0.0536,14.46,116.17
2,53,2739,125.73,21.62,103,210,111.0,166.0,0.0898,9.56,116.17
2,54,4198,110.44,12.4,93,200,104.0,114.0,0.0419,-5.73,116.17
2,55,3315,110.29,8.54,90,179,106.0,113.0,0.0443,-5.88,116.17
2,56,3054,113.39,12.76,94,200,107.0,122.7,0.0442,-2.78,116.17
2,57,2576,114.13,9.96,96,205,109.0,119.0,0.0411,-2.04,116.17
2,58,3381,155.9,43.78,84,244,104.0,222.0,0.0006,39.73,116.17
2,59,4347,128.72,35.11,85,219,99.0,192.0,0.058,12.55,116.17
