frame_idx,panel_id,n_px,mean,std,min,max,p10,p90,hot_ratio,delta_frame,frame_mean
10,129,1130,67.76,2.72,61,78,65.0,72.0,0.0319,19.6,48.16
10,130,1112,64.53,7.56,46,81,52.0,73.0,0.0009,16.37,48.16
10,131,985,49.92,11.06,33,74,39.0,67.0,0.0051,1.76,48.16
10,132,1583,57.94,10.71,36,78,42.0,68.0,0.0,9.79,48.16
10,133,1399,59.3,11.36,33,79,42.0,72.0,0.0,11.14,48.16
10,134,1308,58.9,10.96,37,77,42.0,71.0,0.0,10.74,48.16
10,135,1163,58.7,10.88,38,75,42.0,71.0,0.0,10.54,48.16
10,136,1094,59.25,10.63,37,75,43.0,71.0,0.0,11.1,48.16
10,137,1026,59.65,10.6,38,78,43.0,71.0,0.0,11.5,48.16
10,138,940,60.29,10.3,37,75,43.0,71.0,0.0,12.14,48.16
10,139,866,45.25,8.19,33,68,38.0,60.0,0.0589,-2.9,48.16
10,140,8769,42.87,18.02,26,106,32.0,79.0,0.1027,-5.29,48.16
10,141,11653,41.8,12.22,23,102,36.0,47.0,0.0631,-6.35,48.16
10,142,338,56.62,20.98,36,102,39.0,92.0,0.0296,8.46,48.16
11,0,11183,42.02,19.68,24,111,31.0,80.0,0.0956,-6.22,48.24
11,1,18360,40.3,14.67,25,115,33.0,45.0,0.0613,-7.94,48.24
11,2,18920,40.93,13.65,26,113,35.0,45.0,0.0583,-7.31,48.24
11,3,16945,42.35,12.27,28,114,37.0,45.0,0.0537,-5.89,48.24
11,4,13240,43.19,8.29,32,104,39.0,46.0,0.0378,-5.05,48.24
11,5,9704,46.57,9.66,35,108,42.0,49.0,0.057,-1.67,48.24
11,6,12390,43.32,6.16,32,108,39.0,46.0,0.0313,-4.92,48.24
11,7,5643,45.2,15.76,31,113,37.0,66.0,0.0829,-3.04,48.24
11,8,15202,41.36,9.78,29,114,36.0,45.0,0.0377,-6.88,48.24
11,9,18698,40.55,10.63,28,113,36.0,45.0,0.0397,-7.69,48.24
11,10,13750,45.25,8.89,32,107,40.0,47.0,0.0428,-2.98,48.24
11,11,12563,47.96,9.61,35,113,44.0,51.0,0.0582,-0.28,48.24
11,12,8473,47.77,7.74,36,102,44.0,50.0,0.0434,-0.47,48.24
11,13,6694,49.57,8.86,38,104,45.0,52.0,0.0551,1.33,48.24
11,14,9550,48.97,8.35,38,106,45.0,53.0,0.0518,0.74,48.24
11,15,7111,50.69,9.27,38,107,46.0,56.0,0.0502,2.45,48.24
11,16,6346,50.85,7.47,39,101,46.0,53.0,0.0506,2.61,48.24
11,17,5683,53.69,8.33,12,95,49.0,64.0,0.0646,5.45,48.24
11,18,5212,55.12,16.19,5,75,37.0,72.0,0.0,6.88,48.24
11,19,3987,55.52,5.89,45,92,52.0,61.0,0.0489,7.28,48.24
11,20,4273,53.06,3.38,43,77,51.0,56.0,0.0564,4.82,48.24
11,21,4629,52.01,3.9,42,89,50.0,53.0,0.0441,3.77,48.24
11,22,5278,51.82,3.49,43,88,50.0,53.0,0.0451,3.58,48.24
11,23,6045,52.03,6.72,43,103,49.0,54.6,0.043,3.79,48.24
11,24,1725,56.54,9.72,48,100,52.0,66.0,0.0672,8.31,48.24
11,25,4421,54.68,5.23,46,97,52.0,58.0,0.0396,6.44,48.24
11,26,3784,55.5,4.91,46,93,53.0,58.0,0.0312,7.26,48.24
11,27,3213,55.48,2.33,50,68,53.0,58.0,0.043,7.24,48.24
11,28,3307,58.29,7.15,49,89,54.0,66.0,0.0816,10.06,48.24
11,29,2597,59.12,4.76,51,86,56.0,63.0,0.062,10.88,48.24
11,30,2601,58.35,2.09,51,75,57.0,60.0,0.0408,10.11,48.24
11,31,2817,58.09,2.83,51,82,56.0,60.0,0.0312,9.85,48.24
11,32,2456,58.54,5.23,51,94,56.0,61.0,0.0444,10.3,48.24
11,33,2141,59.54,2.39,53,79,58.0,61.0,0.0262,11.3,48.24
11,34,2669,61.34,5.03,52,87,58.0,66.0,0.0764,13.1,48.24
11,35,2333,60.98,3.89,54,82,58.0,65.0,0.0643,12.75,48.24
11,36,2064,56.02,9.73,34,82,41.0,64.0,0.0145,7.78,48.24
11,37,2108,55.59,10.2,35,82,39.0,64.0,0.0161,7.35,48.24
11,38,350,64.49,5.64,57,81,60.0,74.0,0.0743,16.25,48.24
11,39,1977,56.07,11.31,32,82,39.0,68.0,0.0116,7.83,48.24
11,40,2056,63.92,4.3,52,84,60.0,68.0,0.0584,15.68,48.24
11,41,2251,61.32,3.15,56,82,59.0,65.0,0.0453,13.08,48.24
11,42,2707,60.13,4.75,51,87,57.0,65.0,0.0547,11.89,48.24
11,43,3252,58.24,5.43,51,88,54.0,65.0,0.0584,10.0,48.24
11,44,2747,58.15,2.75,51,78,56.0,60.0,0.0601,9.92,48.24
11,45,2301,59.12,2.01,54,74,57.0,61.0,0.0495,10.88,48.24
11,46,2040,61.37,3.64,56,86,59.0,64.0,0.0466,13.13,48.24
11,47,1800,64.19,3.72,58,81,61.0,68.0,0.0711,15.96,48.24
11,48,1821,57.32,10.94,37,82,40.0,70.0,0.0055,9.08,48.24
11,49,1655,57.94,11.18,35,82,40.0,71.0,0.006,9.7,48.24
11,50,1662,65.58,4.3,57,84,63.0,72.0,0.0734,17.34,48.24
11,51,1767,62.35,2.96,57,81,60.0,64.4,0.0323,14.11,48.24
11,52,2368,62.01,5.78,54,87,59.0,68.0,0.0747,13.77,48.24
11,53,2739,60.76,4.96,52,88,58.0,65.0,0.0471,12.52,48.24
11,54,4198,59.94,16.27,6,77,31.0,72.0,0.0,11.7,48.24
11,55,3315,57.05,18.44,5,74,18.0,71.0,0.0,8.81,48.24
11,56,3054,55.9,19.01,6,75,18.0,71.0,0.0,7.66,48.24
11,57,2576,57.28,17.33,4,74,21.0,68.0,0.0,9.05,48.24
11,58,3381,58.63,4.95,50,89,56.0,63.0,0.0491,10.39,48.24
11,59,4347,57.27,8.22,47,93,52.0,68.0,0.069,9.03,48.24
11,60,4756,53.91,7.31,43,95,50.0,59.0,0.0542,5.67,48.24
11,61,5443,52.75,5.66,42,86,50.0,59.0,0.0722,4.51,48.24
11,62,3642,52.57,11.89,39,106,46.0,71.0,0.0752,4.33,48.24
11,63,3034,53.94,10.28,43,99,49.0,67.7,0.0817,5.71,48.24
11,64,2753,54.58,8.98,45,97,51.0,64.0,0.0752,6.35,48.24
11,65,2135,56.63,6.46,46,93,53.0,60.0,0.0571,8.39,48.24
11,66,2485,56.13,8.5,44,95,52.0,65.6,0.0632,7.89,48.24
11,67,3127,53.2,9.41,44,97,49.0,66.0,0.0742,4.96,48.24
11,68,3320,50.93,9.7,39,93,46.0,64.0,0.0795,2.69,48.24
11,69,3993,48.68,8.04,37,93,45.0,61.0,0.0809,0.44,48.24
11,70,5036,48.81,11.65,36,102,43.0,65.0,0.0751,0.57,48.24
11,71,4428,50.77,11.19,39,101,45.0,64.0,0.0813,2.54,48.24
11,72,3799,52.34,10.22,43,102,47.0,64.0,0.0777,4.1,48.24
11,73,3320,55.48,9.93,45,97,51.0,72.0,0.0843,7.25,48.24
11,74,1576,55.63,10.76,44,93,50.0,75.0,0.0888,7.4,48.24
11,75,3916,51.66,10.32,41,93,47.0,67.0,0.0853,3.42,48.24
11,76,5087,50.89,11.65,37,100,45.0,73.0,0.0942,2.65,48.24
11,77,5693,48.54,10.63,39,100,43.0,64.0,0.0789,0.3,48.24
11,78,1672,57.04,5.47,30,86,54.0,64.0,0.058,8.8,48.24
11,79,245,65.35,11.2,53,92,56.0,84.0,0.0367,17.11,48.24
11,80,4127,57.75,4.6,51,85,54.0,65.0,0.0623,9.51,48.24
11,81,3487,59.0,5.71,52,88,56.0,65.0,0.0631,10.76,48.24
11,82,2771,61.78,5.86,53,85,58.0,71.0,0.0787,13.54,48.24
11,83,1477,63.09,4.99,54,82,59.0,72.0,0.0785,14.85,48.24
11,84,634,62.48,3.94,56,81,60.0,70.0,0.0915,14.24,48.24
11,85,107,62.84,3.62,57,75,60.0,67.4,0.0654,14.6,48.24
11,86,3530,59.25,6.14,16,90,56.0,66.0,0.0402,11.02,48.24
11,87,3045,60.93,6.77,51,86,57.0,73.0,0.0831,12.69,48.24
11,88,2712,63.26,5.85,54,86,59.0,73.0,0.0804,15.02,48.24
11,89,2667,60.55,4.79,38,89,57.0,66.0,0.0416,12.31,48.24
11,90,2525,62.88,6.11,52,86,59.0,73.0,0.0752,14.64,48.24
11,91,2261,64.22,4.83,37,84,60.0,72.0,0.0655,15.98,48.24
11,92,2425,61.04,6.13,25,85,58.0,67.0,0.0421,12.8,48.24
11,93,2075,62.7,4.86,56,81,59.0,72.0,0.0853,14.46,48.24
11,94,1677,61.25,5.16,50,80,57.0,71.0,0.0859,13.01,48.24
11,95,905,44.64,11.41,32,77,36.0,66.0,0.0641,-3.6,48.24
11,96,2190,61.49,8.32,7,82,59.0,67.0,0.0078,13.25,48.24
11,97,1821,65.19,4.52,56,82,61.0,73.0,0.0648,16.95,48.24
11,98,1749,63.7,6.04,50,81,58.0,74.0,0.0577,15.46,48.24
11,99,1580,45.55,11.32,33,78,37.0,66.0,0.0544,-2.69,48.24
11,100,2462,60.04,5.49,14,74,58.0,65.0,0.0008,11.81,48.24
11,101,2197,63.04,5.02,49,84,60.0,71.0,0.0696,14.8,48.24
11,102,1845,63.62,5.39,47,84,60.0,73.0,0.0824,15.38,48.24
11,103,1672,64.34,4.59,51,81,60.0,72.0,0.0712,16.1,48.24
11,104,1567,62.88,4.48,23,77,60.0,67.0,0.0172,14.64,48.24
11,105,1537,63.69,6.6,18,80,60.0,72.0,0.0254,15.45,48.24
11,106,1630,63.87,5.37,23,79,60.0,71.1,0.0288,15.64,48.24
11,107,1439,45.09,9.84,23,74,38.0,63.0,0.0834,-3.15,48.24
11,108,2151,62.42,5.72,18,80,60.0,67.0,0.0284,14.18,48.24
11,109,1860,64.4,4.84,57,84,60.0,72.0,0.0683,16.16,48.24
11,110,1762,64.69,4.53,58,82,61.0,72.0,0.0823,16.45,48.24
11,111,1518,65.35,3.99,58,80,62.0,72.0,0.0738,17.11,48.24
11,112,1385,64.17,2.6,57,77,61.0,67.0,0.057,15.93,48.24
11,113,1563,65.9,3.99,58,79,63.0,73.0,0.0806,17.66,48.24
11,114,1473,65.76,3.97,57,78,61.0,73.0,0.0733,17.52,48.24
11,115,1489,49.3,11.46,36,79,39.0,67.0,0.0282,1.06,48.24
11,116,2013,62.71,7.38,17,80,60.0,67.0,0.0099,14.47,48.24
11,117,1886,65.16,4.61,57,82,61.0,73.0,0.0631,16.92,48.24
11,118,1706,65.44,3.79,58,79,62.0,72.0,0.0627,17.2,48.24
11,119,1382,66.17,3.77,59,77,63.0,73.0,0.0803,17.93,48.24
11,120,1309,65.66,2.12,61,77,64.0,68.0,0.0672,17.42,48.24
11,121,1347,67.56,3.41,61,79,64.0,73.0,0.0497,19.32,48.24
11,122,1311,67.87,3.07,60,78,65.0,73.0,0.0389,19.64,48.24
11,123,1216,48.79,11.04,35,76,39.0,67.0,0.0428,0.55,48.24
11,124,1621,65.52,3.65,37,79,63.0,70.0,0.0407,17.28,48.24
11,125,1572,67.41,3.98,60,79,64.0,74.0,0.0483,19.17,48.24
11,126,1461,67.78,3.53,61,79,65.0,74.0,0.0609,19.54,48.24
11,127,1302,67.8,3.0,61,78,65.0,73.0,0.0714,19.56,48.24
11,128,1251,67.45,2.66,63,78,65.0,72.0,0.0671,19.21,48.24
11,129,1130,67.82,2.76,60,78,65.0,72.0,0.0389,19.58,48.24
11,130,1112,64.25,7.9,44,79,51.0,73.0,0.0,16.01,48.24
11,131,985,49.62,11.17,33,73,38.0,67.0,0.0122,1.38,48.24
11,132,1583,58.02,10.87,37,78,42.0,68.0,0.0,9.78,48.24
11,133,1399,59.4,11.4,33,79,42.0,72.0,0.0,11.16,48.24
11,134,1308,59.07,10.83,37,77,42.0,71.0,0.0,10.83,48.24
11,135,1163,58.71,10.99,36,75,42.0,71.0,0.0,10.47,48.24
11,136,1094,59.05,10.72,36,75,43.0,71.0,0.0,10.81,48.24
11,137,1026,59.7,10.56,39,77,43.0,71.0,0.0,11.46,48.24
11,138,940,60.2,10.41,37,75,43.0,71.0,0.0,11.96,48.24
11,139,866,45.24,8.29,33,69,38.0,60.0,0.0566,-2.99,48.24
11,140,8769,43.03,18.06,26,104,32.0,79.0,0.0998,-5.21,48.24
11,141,11653,41.87,12.23,17,101,36.0,49.0,0.0639,-6.37,48.24
11,142,338,56.55,20.89,36,101,39.0,92.0,0.0178,8.32,48.24
12,0,11183,42.13,19.8,22,110,31.0,80.0,0.0974,-6.05,48.18
12,1,18360,40.28,14.77,25,115,32.0,45.0,0.0625,-7.9,48.18
12,2,18920,40.86,13.66,25,111,35.0,45.0,0.0589,-7.32,48.18
12,3,16945,42.36,12.37,28,115,37.0,45.0,0.0544,-5.82,48.18
12,4,13240,43.15,8.49,32,103,39.0,45.0,0.0375,-5.03,48.18
12,5,9704,46.51,9.68,35,108,42.0,49.0,0.0568,-1.67,48.18
12,6,12390,43.28,6.15,33,107,39.0,46.0,0.0308,-4.9,48.18
12,7,5643,45.27,15.84,31,113,37.0,66.0,0.0836,-2.91,48.18
12,8,15202,41.29,9.74,29,113,36.0,45.0,0.0382,-6.89,48.18
12,9,18698,40.58,10.94,28,114,35.0,45.0,0.041,-7.6,48.18
12,10,13750,45.18,9.01,32,109,40.0,47.0,0.0432,-2.99,48.18
12,11,12563,47.9,9.65,35,111,43.0,51.0,0.059,-0.28,48.18
12,12,8473,47.79,7.87,35,103,44.0,50.0,0.0441,-0.39,48.18
12,13,6694,49.63,8.91,38,103,45.0,52.0,0.0565,1.45,48.18
12,14,9550,48.85,8.41,37,105,45.0,52.0,0.0517,0.67,48.18
12,15,7111,50.66,9.32,38,106,46.0,56.0,0.0503,2.48,48.18
12,16,6346,50.8,7.5,40,101,46.0,53.0,0.0503,2.62,48.18
12,17,5683,53.66,8.31,9,95,49.0,64.0,0.0641,5.48,48.18
12,18,5212,55.1,16.2,5,75,37.0,72.0,0.0,6.92,48.18
12,19,3987,55.42,5.89,44,92,52.0,60.0,0.0484,7.24,48.18
12,20,4273,52.89,3.42,43,77,50.2,56.0,0.0557,4.71,48.18
12,21,4629,51.84,4.02,42,90,50.0,53.0,0.0441,3.66,48.18
12,22,5278,51.8,3.57,43,88,50.0,53.0,0.0466,3.62,48.18
12,23,6045,52.01,6.8,43,103,49.0,54.0,0.0433,3.83,48.18
12,24,1725,56.6,9.81,47,101,52.0,66.0,0.0678,8.42,48.18
12,25,4421,54.63,5.35,47,97,52.0,58.0,0.04,6.45,48.18
12,26,3784,55.47,4.97,46,93,53.0,58.0,0.0314,7.29,48.18
12,27,3213,55.47,2.35,50,69,53.0,58.0,0.0439,7.29,48.18
12,28,3307,58.25,7.11,49,89,54.0,66.0,0.0804,10.07,48.18
12,29,2597,59.15,4.77,51,86,57.0,63.0,0.0616,10.98,48.18
12,30,2601,58.32,2.13,51,75,57.0,60.0,0.0419,10.14,48.18
12,31,2817,58.08,2.88,50,82,56.0,60.0,0.0316,9.91,48.18
12,32,2456,58.56,5.3,51,94,56.0,61.0,0.044,10.38,48.18
12,33,2141,59.39,2.4,53,79,58.0,61.0,0.0257,11.21,48.18
12,34,2669,61.39,5.03,52,87,58.0,66.0,0.0772,13.21,48.18
12,35,2333,60.98,3.87,54,82,58.0,65.0,0.0639,12.8,48.18
12,36,2064,55.96,9.73,34,82,41.0,64.0,0.0141,7.78,48.18
12,37,2108,55.56,10.22,35,81,39.0,64.3,0.0161,7.38,48.18
12,38,350,64.62,5.62,56,81,60.0,74.0,0.0743,16.44,48.18
12,39,1977,56.04,11.32,31,82,39.0,68.0,0.0111,7.86,48.18
12,40,2056,63.84,4.27,53,84,60.0,68.0,0.0569,15.66,48.18
12,41,2251,61.21,3.18,56,82,59.0,65.0,0.0444,13.03,48.18
12,42,2707,59.94,4.82,51,87,57.0,64.0,0.0554,11.76,48.18
12,43,3252,58.12,5.5,51,88,54.0,65.0,0.0578,9.94,48.18
12,44,2747,58.18,2.78,51,78,56.0,60.0,0.0612,10.0,48.18
12,45,2301,58.99,2.01,53,74,57.0,61.0,0.0491,10.82,48.18
12,46,2040,61.38,3.66,55,85,59.0,64.0,0.0466,13.2,48.18
12,47,1800,64.25,3.72,58,81,61.0,68.0,0.0706,16.07,48.18
12,48,1821,57.18,10.93,37,82,40.0,70.0,0.0038,9.0,48.18
12,49,1655,57.89,11.17,35,82,40.0,71.0,0.0054,9.71,48.18
12,50,1662,65.56,4.29,57,84,63.0,72.0,0.0728,17.38,48.18
12,51,1767,62.31,2.93,57,81,60.0,64.0,0.0317,14.13,48.18
12,52,2368,61.96,5.76,54,87,58.0,68.0,0.0735,13.78,48.18
12,53,2739,60.68,4.95,52,88,58.0,65.0,0.0475,12.51,48.18
12,54,4198,59.82,16.26,6,77,31.0,72.0,0.0,11.65,48.18
12,55,3315,57.04,18.42,5,74,18.0,71.0,0.0,8.86,48.18
12,56,3054,55.82,19.04,6,75,17.0,71.0,0.0,7.64,48.18
12,57,2576,57.37,17.31,4,74,22.0,69.0,0.0,9.19,48.18
12,58,3381,58.36,4.89,50,89,56.0,63.0,0.0458,10.18,48.18
12,59,4347,57.25,8.15,47,94,52.0,68.0,0.0681,9.07,48.18
12,60,4756,53.82,7.2,43,95,50.0,59.0,0.0532,5.65,48.18
12,61,5443,52.75,5.72,42,87,50.0,59.0,0.0724,4.57,48.18
12,62,3642,52.53,11.96,39,106,46.0,72.0,0.0758,4.36,48.18
12,63,3034,53.86,10.32,43,99,49.0,67.0,0.0817,5.68,48.18
12,64,2753,54.6,9.0,45,97,51.0,64.0,0.0759,6.42,48.18
12,65,2135,56.36,6.45,46,94,53.0,60.0,0.0557,8.18,48.18
12,66,2485,56.16,8.43,44,95,52.0,65.0,0.0632,7.99,48.18
12,67,3127,53.06,9.41,43,96,49.0,66.0,0.0809,4.88,48.18
12,68,3320,50.66,9.65,39,94,46.0,62.0,0.0804,2.48,48.18
12,69,3993,48.68,8.07,38,94,45.0,61.0,0.0789,0.5,48.18
12,70,5036,48.83,11.67,36,102,43.0,65.0,0.0753,0.65,48.18
12,71,4428,50.76,11.23,39,101,45.0,65.0,0.0824,2.58,48.18
12,72,3799,52.2,10.19,42,101,47.0,63.0,0.0761,4.02,48.18
12,73,3320,55.42,9.9,44,97,51.0,72.0,0.0843,7.24,48.18
12,74,1576,55.47,10.65,44,93,50.0,75.0,0.0939,7.29,48.18
12,75,3916,51.61,10.29,41,93,47.0,67.0,0.0855,3.44,48.18
12,76,5087,50.88,11.64,37,100,45.0,73.0,0.0942,2.7,48.18
12,77,5693,48.43,10.63,37,100,43.0,63.0,0.0796,0.25,48.18
12,78,1672,57.03,5.54,30,86,54.0,64.0,0.0508,8.85,48.18
12,79,245,65.0,11.26,53,90,56.0,84.0,0.0327,16.83,48.18
12,80,4127,57.71,4.64,51,85,54.0,65.0,0.0642,9.54,48.18
12,81,3487,58.78,5.59,52,88,56.0,65.0,0.0645,10.6,48.18
12,82,2771,61.8,5.82,53,86,58.0,71.0,0.079,13.62,48.18
12,83,1477,62.99,4.97,54,82,59.0,72.0,0.088,14.82,48.18
12,84,634,62.57,3.91,56,81,60.0,70.0,0.0915,14.39,48.18
12,85,107,63.21,3.68,56,75,60.0,67.0,0.0654,15.03,48.18
12,86,3530,59.33,6.02,17,90,56.0,66.0,0.0405,11.15,48.18
12,87,3045,60.89,6.72,51,86,57.0,72.0,0.0831,12.71,48.18
12,88,2712,63.2,5.83,52,86,59.0,73.0,0.0782,15.02,48.18
12,89,2667,60.66,4.86,37,90,57.0,66.0,0.0431,12.48,48.18
12,90,2525,62.67,6.13,52,85,59.0,73.0,0.0879,14.49,48.18
12,91,2261,64.08,4.85,37,82,60.0,72.0,0.0655,15.9,48.18
12,92,2425,61.12,5.98,26,85,58.0,67.0,0.0425,12.94,48.18
12,93,2075,62.74,4.87,56,81,59.0,72.0,0.0863,14.56,48.18
12,94,1677,61.26,5.17,50,80,57.0,70.4,0.0859,13.08,48.18
12,95,905,44.6,11.42,32,77,36.0,66.0,0.0641,-3.58,48.18
12,96,2190,61.51,8.33,7,82,59.0,67.0,0.0082,13.33,48.18
12,97,1821,65.21,4.59,56,84,61.0,73.0,0.0664,17.03,48.18
12,98,1749,63.65,6.03,50,81,58.0,74.0,0.0566,15.48,48.18
12,99,1580,45.55,11.3,33,78,37.0,66.0,0.0532,-2.63,48.18
12,100,2462,60.1,5.35,17,73,58.0,65.0,0.0028,11.92,48.18
12,101,2197,63.16,5.0,49,82,60.0,71.0,0.071,14.98,48.18
12,102,1845,63.73,5.38,47,81,60.0,73.0,0.0829,15.55,48.18
12,103,1672,64.24,4.62,51,81,60.0,72.0,0.0736,16.06,48.18
12,104,1567,62.91,4.43,24,77,60.0,67.0,0.0172,14.73,48.18
12,105,1537,63.65,6.52,22,80,60.0,72.0,0.0241,15.47,48.18
12,106,1630,63.86,5.35,23,79,60.0,71.0,0.0276,15.68,48.18
12,107,1439,45.14,9.8,23,74,38.0,63.0,0.0834,-3.04,48.18
12,108,2151,62.44,5.62,18,80,60.0,67.0,0.0279,14.26,48.18
12,109,1860,64.32,4.94,57,84,60.0,72.1,0.0699,16.14,48.18
12,110,1762,64.59,4.54,57,82,61.0,72.0,0.0834,16.42,48.18
12,111,1518,65.29,3.92,57,80,61.0,72.0,0.0711,17.11,48.18
12,112,1385,64.14,2.61,57,77,61.0,67.0,0.057,15.96,48.18
12,113,1563,65.86,3.99,58,79,63.0,73.0,0.0781,17.68,48.18
12,114,1473,65.62,3.96,57,78,61.0,73.0,0.0645,17.44,48.18
12,115,1489,49.24,11.43,35,78,39.0,67.0,0.0275,1.06,48.18
12,116,2013,62.75,7.27,17,80,60.0,67.0,0.0099,14.57,48.18
12,117,1886,65.16,4.61,57,82,61.0,73.0,0.0631,16.98,48.18
12,118,1706,65.37,3.8,58,79,61.0,72.0,0.0897,17.19,48.18
12,119,1382,65.97,3.74,59,77,63.0,73.0,0.0709,17.79,48.18
12,120,1309,65.6,2.13,61,77,64.0,68.0,0.0733,17.42,48.18
12,121,1347,67.54,3.47,61,79,64.0,73.0,0.0542,19.36,48.18
12,122,1311,67.86,3.09,60,78,65.0,73.0,0.042,19.68,48.18
12,123,1216,48.69,11.05,35,76,38.0,67.0,0.0428,0.51,48.18
12,124,1621,65.42,3.64,37,79,63.0,70.0,0.0407,17.24,48.18
12,125,1572,67.33,4.03,60,79,64.0,74.0,0.0464,19.15,48.18
12,126,1461,67.73,3.52,61,79,65.0,74.0,0.0582,19.55,48.18
12,127,1302,67.7,3.04,61,78,65.0,73.0,0.0737,19.52,48.18
12,128,1251,67.39,2.66,63,78,65.0,72.0,0.0663,19.21,48.18
12,129,1130,67.71,2.72,60,78,65.0,72.0,0.0363,19.53,48.18
12,130,1112,64.21,7.93,44,79,51.0,73.0,0.0,16.03,48.18
12,131,985,49.46,11.15,33,73,38.0,67.0,0.0081,1.28,48.18
12,132,1583,58.02,10.87,37,78,42.0,68.0,0.0,9.84,48.18
12,133,1399,59.45,11.38,33,79,42.0,72.0,0.0,11.27,48.18
12,134,1308,59.11,10.9,37,78,42.0,71.0,0.0,10.93,48.18
12,135,1163,58.72,11.06,36,75,42.0,72.0,0.0,10.54,48.18
12,136,1094,58.93,10.75,36,75,43.0,71.0,0.0,10.75,48.18
12,137,1026,59.68,10.54,39,77,43.0,71.0,0.0,11.5,48.18
12,138,940,60.15,10.37,37,75,43.0,71.0,0.0,11.97,48.18
12,139,866,45.24,8.29,33,69,38.0,60.0,0.0566,-2.94,48.18
12,140,8769,43.01,18.11,26,107,32.0,79.0,0.0998,-5.16,48.18
12,141,11653,41.76,12.23,17,101,36.0,47.0,0.0641,-6.42,48.18
12,142,338,56.16,20.85,36,101,39.0,90.6,0.0118,7.98,48.18
13,0,11183,42.49,20.03,24,111,31.0,82.0,0.0998,-5.81,48.31
13,1,18360,40.6,14.97,26,114,33.0,46.0,0.0645,-7.71,48.31
13,2,18920,41.06,13.76,24,113,35.0,45.0,0.0602,-7.25,48.31
13,3,16945,42.61,12.55,31,114,37.0,45.0,0.0572,-5.7,48.31
13,4,13240,43.4,8.88,31,102,39.0,46.0,0.0406,-4.91,48.31
13,5,9704,46.77,9.8,35,110,42.0,49.0,0.056,-1.53,48.31
13,6,12390,43.56,6.34,32,107,39.0,46.0,0.0304,-4.75,48.31
13,7,5643,45.6,16.03,32,110,37.0,67.0,0.0844,-2.71,48.31
13,8,15202,41.47,9.84,28,114,36.0,45.0,0.0378,-6.84,48.31
13,9,18698,40.8,11.36,25,115,35.0,45.0,0.0429,-7.5,48.31
13,10,13750,45.44,9.29,32,109,41.0,47.0,0.0442,-2.87,48.31
13,11,12563,48.11,9.8,37,111,44.0,52.0,0.0616,-0.2,48.31
13,12,8473,47.98,8.07,37,103,44.0,50.0,0.0445,-0.32,48.31
13,13,6694,49.79,9.13,39,102,45.0,52.0,0.0572,1.48,48.31
13,14,9550,49.06,8.59,37,105,45.0,53.0,0.0497,0.75,48.31
13,15,7111,50.94,9.45,39,106,46.0,57.0,0.0546,2.63,48.31
13,16,6346,51.08,7.64,40,100,47.0,53.0,0.0466,2.77,48.31
13,17,5683,53.74,8.29,5,93,49.0,64.0,0.0625,5.43,48.31
13,18,5212,55.24,16.12,5,75,37.0,72.0,0.0,6.93,48.31
13,19,3987,55.58,6.0,44,92,52.0,60.0,0.0482,7.27,48.31
13,20,4273,53.05,3.57,44,79,51.0,56.0,0.0505,4.74,48.31
13,21,4629,51.94,4.33,44,94,50.0,53.0,0.041,3.63,48.31
13,22,5278,51.98,3.8,43,92,50.0,53.0,0.0447,3.68,48.31
13,23,6045,52.11,6.95,44,102,49.0,54.0,0.039,3.81,48.31
13,24,1725,56.86,9.97,47,101,52.0,67.0,0.0736,8.56,48.31
13,25,4421,54.83,5.56,47,97,52.0,58.0,0.0414,6.52,48.31
13,26,3784,55.66,5.21,47,93,53.0,58.0,0.0317,7.35,48.31
13,27,3213,55.75,2.3,50,69,54.0,58.0,0.0464,7.44,48.31
13,28,3307,58.4,7.03,49,89,54.0,66.0,0.0798,10.09,48.31
13,29,2597,59.11,4.69,52,86,57.0,63.0,0.0597,10.81,48.31
13,30,2601,58.43,2.15,52,75,57.0,60.0,0.045,10.12,48.31
13,31,2817,58.19,3.08,50,84,56.0,60.0,0.0263,9.89,48.31
13,32,2456,58.74,5.39,52,93,56.0,61.0,0.0464,10.43,48.31
13,33,2141,59.42,2.31,53,79,58.0,61.0,0.0248,11.12,48.31
13,34,2669,61.54,5.04,52,87,58.0,66.0,0.0776,13.23,48.31
13,35,2333,61.1,3.99,54,83,58.0,65.0,0.0634,12.79,48.31
13,36,2064,55.97,9.65,36,81,41.0,64.0,0.015,7.66,48.31
13,37,2108,55.71,10.26,35,81,39.0,65.0,0.0157,7.41,48.31
13,38,350,64.82,5.71,57,81,60.0,74.1,0.0771,16.52,48.31
13,39,1977,56.15,11.32,32,82,39.0,68.0,0.0096,7.84,48.31
13,40,2056,63.99,4.37,53,84,60.0,70.0,0.0613,15.69,48.31
13,41,2251,61.5,3.25,56,84,59.0,65.0,0.0378,13.2,48.31
13,42,2707,60.25,4.97,51,87,57.0,65.0,0.0532,11.94,48.31
13,43,3252,58.39,5.65,51,88,54.0,66.0,0.0627,10.08,48.31
13,44,2747,58.31,2.88,51,80,57.0,60.0,0.0524,10.0,48.31
13,45,2301,59.1,2.16,54,75,57.0,61.0,0.0574,10.79,48.31
13,46,2040,61.54,3.76,54,86,59.0,64.0,0.0515,13.24,48.31
13,47,1800,64.48,3.66,58,80,61.0,68.0,0.0733,16.17,48.31
13,48,1821,57.14,10.86,37,80,40.0,70.0,0.0093,8.83,48.31
